ID,Site,Context,Country,Longitude,Latitude,Condition,ATU,ATU2,NAT,Reference(s),Site Type,Dating Method,Event (Rasmussen et al. 2014),Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Chronozone (Relative),Relative Date (method),LTP Association,TP present,Burinated,Tephra Association,File Type,Scale,Out,Ldk,RD,FN,Additional Information,OTT,Continuous vs. Discontinuous,Retouch position
1489,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_10,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1490,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_11,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1491,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_12,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1492,Rekem,Rekem (2),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_2_1,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1493,Rekem,Rekem (5),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,2230,70,OxA-943,,6390,100,OxA-944,,12300,1400,Ox-88TLi246b3,,12600,1400,Ox88TLi246b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_5_5,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1494,Rekem,Rekem (5),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,2230,70,OxA-943,,6390,100,OxA-944,,12300,1400,Ox-88TLi246b3,,12600,1400,Ox88TLi246b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_5_6,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1495,Rekem,Rekem (5),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,2230,70,OxA-943,,6390,100,OxA-944,,12300,1400,Ox-88TLi246b3,,12600,1400,Ox88TLi246b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_5_7,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1496,Rekem,Rekem (5),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,2230,70,OxA-943,,6390,100,OxA-944,,12300,1400,Ox-88TLi246b3,,12600,1400,Ox88TLi246b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_5_8,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1497,Rekem,Rekem (5),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,2230,70,OxA-943,,6390,100,OxA-944,,12300,1400,Ox-88TLi246b3,,12600,1400,Ox88TLi246b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_5_16,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1498,Rekem,Rekem (6),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11000,1200,Ox-88TLi246c10,,11800,1200,Ox-88TLi246c8,,12100,1300,Ox-88TLi246c7,,13000,1400,Ox-88TLi246d11,,13000,1500,Ox-88TLi246c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_6_1,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1499,Rekem,Rekem (6),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11000,1200,Ox-88TLi246c10,,11800,1200,Ox-88TLi246c8,,12100,1300,Ox-88TLi246c7,,13000,1400,Ox-88TLi246d11,,13000,1500,Ox-88TLi246c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_6_2,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1500,Rekem,Rekem (6),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11000,1200,Ox-88TLi246c10,,11800,1200,Ox-88TLi246c8,,12100,1300,Ox-88TLi246c7,,13000,1400,Ox-88TLi246d11,,13000,1500,Ox-88TLi246c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_6_5,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Both
1501,Rekem,Rekem (6),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11000,1200,Ox-88TLi246c10,,11800,1200,Ox-88TLi246c8,,12100,1300,Ox-88TLi246c7,,13000,1400,Ox-88TLi246d11,,13000,1500,Ox-88TLi246c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_6_8,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1502,Rekem,Rekem (6),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Creswellian Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11000,1200,Ox-88TLi246c10,,11800,1200,Ox-88TLi246c8,,12100,1300,Ox-88TLi246c7,,13000,1400,Ox-88TLi246d11,,13000,1500,Ox-88TLi246c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_6_9,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1503,Rekem,Rekem (7),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11000,1200,Ox-88TLi246c10,,11800,1200,Ox-88TLi246c8,,12100,1300,Ox-88TLi246c7,,13000,1400,Ox-88TLi246d11,,13000,1500,Ox-88TLi246c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_7_1,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1504,Rekem,Rekem (7),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11350,150,OxA-942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_7_2,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1505,Rekem,Rekem (7),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11350,150,OxA-942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_7_5,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1506,Rekem,Rekem (7),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11350,150,OxA-942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_7_6,OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1507,Rekem,Rekem (12),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Relative,,,11350,150,OxA-942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_12_1,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1508,Rekem,Rekem (12),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_12_2,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1509,Rekem,Rekem (12),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_12_3,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1510,Haule,Haule (V),The Netherlands,6.18,53.03,Whole,Federmesser,Unspecified,Backed Point (Unspecified),"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Haule_V_1,,Y,Continuous,Right
1511,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Houtsma et al. 1996,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_5,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Left
1512,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_6,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Left
1513,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_8,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Right
1514,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_13,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Left
1515,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_14,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Right
1516,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_16,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Left
1517,Lubrza,Lubrza (42 - 1),Poland,15.4,52.28,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Excavation,Absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Lubrza_42_19,"""However, we may expect some admixture of Mesolithic debitage within the Federmessergruppen inventory and the total number of these specimens...should be considered with caution""",Y,Continuous,Both
1518,Rydno,Rydno (Nowy Mlyn - Ia/1923),Poland,20.96,51.13,Whole,Multiple,Bromme,Backed Point (Unspecified),Kabaciňski and Sobkowiak-Tabaka 2010,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,Y,MS; LP,N,N,2D,Y,X,,Y,Rydno_23_3,"Association of Hamburgian, Arch-backed Point,Older Tang Point, Younger Tang Point technological affinities",Y,Continuous,Right
1519,Rydno,Rydno (Nowy Mlyn - Ia/1923),Poland,20.96,51.13,Whole,Multiple,Bromme,Backed Point (Unspecified),Schild et al. 2011,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,Y,MS; LP,N,N,2D,Y,X,,N,Rydno_38_15,"Association of Hamburgian, Arch-backed Point,Older Tang Point, Younger Tang Point technological affinities",Y,Continuous,Left
1520,Rydno,Rydno (Nowy Mlyn - III/1923),Poland,20.96,51.13,Whole,Multiple,Unspecified,Backed Point (Unspecified),Schild et al. 2011,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,Y,MS; LP,N,N,2D,Y,X,,Y,Rydno_44_11,"Association of Hamburgian, Arch-backed Point,Older Tang Point, Younger Tang Point technological affinities",Y,Continuous,Right
1521,Rydno,Rydno (Nowy Mlyn - III/1923),Poland,20.96,51.13,Whole,Multiple,Unspecified,Backed Point (Unspecified),Schild et al. 2011,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,Y,MS; LP,N,N,2D,Y,X,,N,Rydno_44_13,"Association of Hamburgian, Arch-backed Point,Older Tang Point, Younger Tang Point technological affinities",Y,Continuous,Right
1522,Rydno,Rydno (Nowy Mlyn - Sahara-Cypel - II/1990),Poland,20.96,51.13,Whole,Multiple,Unspecified,Backed Point (Unspecified),Schild et al. 2011,Excavation,Absolute,,,910,90,Poz-17498,,11390,60,Poz-18066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rydno_148_14,Association of Arch-backed point and later taxonomies (of ceramic period),Y,Continuous,Right
1523,Rydno,Rydno (Sahara - Cut I/1976),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rydno_153_2,Elements of Younger Tanged Point technological affinities noted; later elements also noted (disturbed context),Y,Continuous,Left
1524,Rydno,Rydno (Sahara - Cut I/1976),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rydno_153_5,Elements of Younger Tanged Point technological affinities noted; later elements also noted (disturbed context),Y,Continuous,Right
1525,Rydno,Rydno (Sahara - Cut I/1976),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rydno_153_8,Elements of Younger Tanged Point technological affinities noted; later elements also noted (disturbed context),Y,Continuous,Left
1526,Rydno,Rydno (Sahara - Cut II/1976),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rydno_158_1,"Association of Hamburgian, Arch-backed Point,Older Tang Point, Younger Tang Point technological affinities",Y,Continuous,Left
1527,Rydno,Rydno (Sahara - Cut II/1976),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rydno_158_5,"Association of Hamburgian, Arch-backed Point,Older Tang Point, Younger Tang Point technological affinities",Y,Continuous,Left
1528,Rydno,Rydno (Sahara Przy Krzakach- Cut IX/1959 N),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,Y,N,2D,Y,X,,Y,Rydno_168_7,Elements of Younger Tanged Point technological affinities noted; later elements also noted (disturbed context),Y,Continuous,Left
1529,Rydno,Rydno (Sahara Przy Krzakach- Cut IX/1959 N),Poland,20.96,51.13,Whole,Unspecified,Witow-Tarnowa,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Rydno_168_11,Elements of Younger Tanged Point technological affinities noted; later elements also noted (disturbed context),Y,Continuous,Left
1530,Rydno,Rydno (Pastwisko - Cut II/1960),Poland,20.96,51.13,Whole,Multiple,Unspecified,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Rydno_182_5,"Association of Arch-backed Point, Younger Tanged Point and Late Mesolithic technological affinities",Y,Continuous,Left
1531,Myszęcin,Myszęcin (Site 19),Poland,15.65,52.28,Whole,Hamburgian,Unspecified,Backed Point (Unspecified),Schild et al. 2011,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolling,Typology,N,-,N,N,2D,Y,X,,N,Myszecin_19_14,Prevelance of shouldered points; few backed points,Y,Continuous,Right
1532,Myszęcin,Myszęcin (Site 19),Poland,15.65,52.28,Whole,Hamburgian,Unspecified,Backed Point (Unspecified),Kabaciński and Sobkowiak-Tabaka 2012,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolling,Typology,N,-,N,N,2D,Y,X,,N,Myszecin_19_15,Prevelance of shouldered points; few backed points,Y,Continuous,Left
